UnitName	Eridani Light Horse
#Index	PLT_Name	PLT_Nick	CO_Name	CO_Nick	BN_Name	BN_Nick	REG_Name	REG_Nick	Rank	Name	Quality	Unit	State	Notes
66	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
67	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
68	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
69	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
70	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
71	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
72	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
73	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
74	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
75	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
76	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
77	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
78	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
79	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
80	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
81	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
82	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
83	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
84	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
85	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
86	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
87	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
88	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
89	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
90	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
91	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
92	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
93	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
94	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
95	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
96	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
97	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
98	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
99	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
100	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
101	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
102	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
103	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
104	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
105	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
106	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
107	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
108	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
109	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
110	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
111	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
112	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
113	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
114	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
115	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
116	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
117	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
118	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
119	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
120	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
121	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
122	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
123	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
124	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
125	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
126	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
127	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
128	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
129	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
130	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
131	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
132	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
133	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
134	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
135	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
136	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
137	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
138	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
139	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
140	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
141	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
142	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
143	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
144	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
145	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
146	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
147	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
148	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
149	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
150	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
151	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
152	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
153	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
154	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
155	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
156	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
157	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
158	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
159	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
160	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
161	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
162	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
163	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
164	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
165	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
166	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
167	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
168	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
169	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
170	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
171	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
172	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
173	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
174	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
175	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
176	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
177	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
178	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
179	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
180	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
181	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
182	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
183	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
184	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
185	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
186	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
187	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
188	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
189	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
190	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
191	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
192	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
193	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
194	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
195	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
196	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
197	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
198	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
199	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
200	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
201	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
202	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
203	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
204	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
205	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
206	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
207	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
208	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
209	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
210	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
211	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
212	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
213	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
214	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
215	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
216	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
217	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
218	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
219	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
220	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
221	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
222	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
223	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
224	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
225	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
226	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
227	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
228	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
229	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
230	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
231	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
232	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
233	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
234	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
235	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
236	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
237	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
238	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
239	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
240	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
241	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
242	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
243	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
244	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
245	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
246	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
247	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
248	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
249	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
250	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
251	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
252	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
253	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
254	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
255	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
256	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
257	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
258	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
259	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
260	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
261	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
262	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
263	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
264	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
265	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
266	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
267	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
268	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
269	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
270	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
271	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
272	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
273	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
274	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
275	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
276	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
277	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
278	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
279	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
280	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
281	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
282	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
283	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
284	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
285	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
286	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
287	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
288	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
289	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
290	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
291	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
292	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
293	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
294	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
295	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
296	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
297	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
298	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
299	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
300	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
301	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
302	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
303	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
304	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
305	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
306	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
307	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
308	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
309	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
310	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
311	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
312	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
313	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
314	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
315	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
316	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
317	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
318	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
319	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
320	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
321	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
322	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
323	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
324	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
325	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
326	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
327	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
328	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
329	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
330	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
331	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
332	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
333	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
334	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
335	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
336	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
337	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
338	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
339	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
340	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
341	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
342	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
343	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
344	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
345	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
346	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
347	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
348	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
349	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
350	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
351	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
352	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
353	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
354	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
355	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
356	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
357	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
358	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
359	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
360	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
361	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
362	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
363	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
364	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
365	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
366	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
367	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
368	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
369	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
370	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
371	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
372	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
373	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
374	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
375	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
376	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
377	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
378	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
379	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
380	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
381	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
382	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
383	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
384	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
385	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
386	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
387	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
388	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
389	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
390	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
391	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
392	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
393	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
394	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
395	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
396	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
397	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
398	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
399	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
400	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
401	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
402	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
403	Tech		High Command		-		-		-		3	1 Tech + Astech Squad	N	
