UnitName	Kell Hounds
#Index	PLT_Name	PLT_Nick	CO_Name	CO_Nick	BN_Name	BN_Nick	REG_Name	REG_Nick	Rank	Name	Quality	Unit	State	Notes
82	Air Lance		2nd		Aerofighter Battalion		Kell Hounds (<=3016)			Brian Wolfson	1	Chippewa	N	
83	Air Lance		2nd		Aerofighter Battalion		Kell Hounds (<=3016)		Lieutenant	Matt Shaw	2	Lucifer	N	
84	Air Lance		2nd		Aerofighter Battalion		Kell Hounds (<=3016)			Anne Spear	2	Lucifer	N	
85	Air Lance		3rd		Aerofighter Battalion		Kell Hounds (<=3016)		Captain	Cormac Brown	3	Transit	N	
86	Air Lance		3rd		Aerofighter Battalion		Kell Hounds (<=3016)			Grant MacDonald	2	Transit	N	
87	Air Lance		3rd		Aerofighter Battalion		Kell Hounds (<=3016)		Lieutenant	Andrea Hilton	2	Slayer	N	
88	Air Lance		3rd		Aerofighter Battalion		Kell Hounds (<=3016)			Michael Dorgan	2	Slayer	N	
89	Air Lance		3rd		Aerofighter Battalion		Kell Hounds (<=3016)		Lieutenant	Angela Greenhart	3	Corsair	N	
90	Air Lance		3rd		Aerofighter Battalion		Kell Hounds (<=3016)			Ken Andrews	2	Corsair	N	
91	Infantry Platoon		1st		Infantry Battalion		Kell Hounds (<=3016)			Richard O'Cieran	3		N	
92	Infantry Platoon		1st		Infantry Battalion		Kell Hounds (<=3016)				3		N	
93	Infantry Platoon		1st		Infantry Battalion		Kell Hounds (<=3016)				3		N	
94	Infantry Platoon		2nd		Infantry Battalion		Kell Hounds (<=3016)				3		N	
95	Infantry Platoon		2nd		Infantry Battalion		Kell Hounds (<=3016)				3		N	
96	Infantry Platoon		2nd		Infantry Battalion		Kell Hounds (<=3016)				3		N	
97	Infantry Platoon		3rd		Infantry Battalion		Kell Hounds (<=3016)				3		N	
98	Infantry Platoon		3rd		Infantry Battalion		Kell Hounds (<=3016)				3		N	
99	Infantry Platoon		3rd		Infantry Battalion		Kell Hounds (<=3016)				3		N	
100	Transportation Division		-		-		Kell Hounds (<=3016)		Captain	Janos Vandermeer	4	Invader Jumpship	N	Name is Cucamulus
101	Transportation Division		-		-		Kell Hounds (<=3016)		Captain	Tom Helmer	3	Overlord Dropship	N	Name is Lugh
102	Transportation Division		-		-		Kell Hounds (<=3016)		Captain	Cadel O'Brien	3	Union Dropship	N	Name is Nuada Argetlan
