UnitName	Wolf's Dragoons
#Index	PLT_Name	PLT_Nick	CO_Name	CO_Nick	BN_Name	BN_Nick	REG_Name	REG_Nick	Rank	Name	Quality	Unit	State	Notes
22	Artillery Lance 2	-	Command	-	-	-	-	-	Lieutenant	Kathy Lipscomb	4	Mobile Long Tom Artillery LT-MOB-25	N	
23	Artillery Lance 2	-	Command	-	-	-	-	-	Lieutenant	Janice Haaken	4	Sniper Artillery Tank (Standard)	N	
24	Artillery Lance 2	-	Command	-	-	-	-	-	Lieutenant	Brooks Gunsel	4	Sniper Artillery Tank (Standard)	N	
25	Artillery Lance 2	-	Command	-	-	-	-	-	Lieutenant	Gene Mandamaker	3	Sniper Artillery Tank (Standard)	N	
26	Command	-	-	-	Able	Wolf's Own	Alpha	First Team	-	Michael Alan Mulroney	3	JagerMech JM6-S	N	
27	Command	-	-	-	Able	Wolf's Own	Alpha	First Team	-	Kenneth Sohler	3	Hermes II HER-2S	N	
28	Command	-	-	-	Able	Wolf's Own	Alpha	First Team	Captain	Aristeo Mandujano	4	Thunderbolt TDR-5S	N	
29	Command	-	-	-	Able	Wolf's Own	Alpha	First Team	Major	Kelly Yukinov	4	Archer ARC-2W	N	
30	Dropship	-	-	-	Able	Wolf's Own	Alpha	First Team	-	Chieftain	-	Overlord (2762)	N	
31	Command	-	Charleton's	The Silver Bears	Able	Wolf's Own	Alpha	First Team	-	A Tai Ng	3	Catapult CPLT-C1	N	
32	Command	-	Charleton's	The Silver Bears	Able	Wolf's Own	Alpha	First Team	-	Terry Linzer	2	Ostsol OTL-4D	N	
33	Command	-	Charleton's	The Silver Bears	Able	Wolf's Own	Alpha	First Team	Captain	John Charleton	4	Quickdraw QKD-5A	N	
34	Command	-	Charleton's	The Silver Bears	Able	Wolf's Own	Alpha	First Team	Lieutenant	Tammi "Doe" O'Malley	4	Crusader CRD-3R	N	
35	Fire	The Bad Boys	Charleton's	The Silver Bears	Able	Wolf's Own	Alpha	First Team	-	Bradley Turlow	4	Vulcan VL-5T	N	
36	Fire	The Bad Boys	Charleton's	The Silver Bears	Able	Wolf's Own	Alpha	First Team	-	Jennifer Huan	4	Clint CLNT-2-3T	N	
37	Fire	The Bad Boys	Charleton's	The Silver Bears	Able	Wolf's Own	Alpha	First Team	Lieutenant	Carl "Cap" Zedrow	4	Rifleman RFL-3N	N	
38	Fire	The Bad Boys	Charleton's	The Silver Bears	Able	Wolf's Own	Alpha	First Team	Sergeant	Trent Pozner	4	Phoenix Hawk PXH-1	N	
39	Light	The Gnats	Charleton's	The Silver Bears	Able	Wolf's Own	Alpha	First Team	-	Gordon Perlman	4	Panther PNT-9R	N	
40	Light	The Gnats	Charleton's	The Silver Bears	Able	Wolf's Own	Alpha	First Team	Lieutenant	Ivan Druzinski	4	Wasp WSP-1W	N	
41	Light	The Gnats	Charleton's	The Silver Bears	Able	Wolf's Own	Alpha	First Team	Sergeant	Deacon "Deke" Smith	4	Hornet HNT-151	N	
42	1st Armored Support	-	Kenner's	-	Able	Wolf's Own	Alpha	First Team	Lieutenant	Mordecai Bonner	4	Von Luckner Heavy Tank (Standard)	N	
43	1st Armored Support	-	Kenner's	-	Able	Wolf's Own	Alpha	First Team	Sergeant	Phillip Darrow	4	Von Luckner Heavy Tank (Standard)	N	
44	1st Armored Support	-	Kenner's	-	Able	Wolf's Own	Alpha	First Team	Sergeant	Chang Sun Wan	3	Von Luckner Heavy Tank (Standard)	N	
45	1st Armored Support	-	Kenner's	-	Able	Wolf's Own	Alpha	First Team	Sergeant	Emis Fortescue	3	Ontos Heavy Tank (Standard)	N	
46	1st Armored Support	-	Kenner's	-	Able	Wolf's Own	Alpha	First Team	Sergeant	Zachary Bonner	3	Ontos Heavy Tank (Standard)	N	
47	Attack	-	Kenner's	-	Able	Wolf's Own	Alpha	First Team	-	Kerri Tennler	3	Grasshopper GHR-5H	N	
48	Attack	-	Kenner's	-	Able	Wolf's Own	Alpha	First Team	-	Arnold Morrow	2	Rifleman RFL-3N	N	
49	Attack	-	Kenner's	-	Able	Wolf's Own	Alpha	First Team	Lieutenant	Austin Lee Jennings	4	Marauder MAD-3R	N	
50	Attack	-	Kenner's	-	Able	Wolf's Own	Alpha	First Team	Sergeant	Brandy Mohammed	4	Archer ARC-2W	N	
51	Command	-	Kenner's	-	Able	Wolf's Own	Alpha	First Team	-	Howard Lorrel	3	Zeus ZEU-6S	N	
52	Command	-	Kenner's	-	Able	Wolf's Own	Alpha	First Team	-	Steven Barrows	3	Awesome AWS-8Q	N	
53	Command	-	Kenner's	-	Able	Wolf's Own	Alpha	First Team	Captain	Lucas Kenner	4	Marauder II MAD-4A	N	
54	Command	-	Kenner's	-	Able	Wolf's Own	Alpha	First Team	Lieutenant	Ariana Foster	3	Atlas AS7-D	N	
55	Heavy	The Cataphracts	Kenner's	-	Able	Wolf's Own	Alpha	First Team	-	Drew Puller	3	Warhammer WHM-6R	N	
56	Heavy	The Cataphracts	Kenner's	-	Able	Wolf's Own	Alpha	First Team	-	Kingsley Mennor	3	Warhammer WHM-6R	N	
57	Heavy	The Cataphracts	Kenner's	-	Able	Wolf's Own	Alpha	First Team	Lieutenant	Florence Milhaus	4	Battlemaster BLR-1G	N	
58	Heavy	The Cataphracts	Kenner's	-	Able	Wolf's Own	Alpha	First Team	Sergeant	Quarrel Ghanjia	4	Stalker STK-3F	N	
59	Armored Support	-	Waller's	Waller's Wailers	Able	Wolf's Own	Alpha	First Team	Lieutenant	Maurice "Tripper" Tripp	4	Saracen Medium Hover Tank (Standard)	N	
60	Armored Support	-	Waller's	Waller's Wailers	Able	Wolf's Own	Alpha	First Team	Sergeant	Corey Shippley	4	Scimitar Medium Hover Tank (Missile)	N	
61	Armored Support	-	Waller's	Waller's Wailers	Able	Wolf's Own	Alpha	First Team	Sergeant	Edward Murakamo	3	Scimitar Medium Hover Tank (Standard)	N	
62	Armored Support	-	Waller's	Waller's Wailers	Able	Wolf's Own	Alpha	First Team	Sergeant	Kamar Breen	3	Saladin Assault Hover Tank (Standard)	N	
63	Armored Support	-	Waller's	Waller's Wailers	Able	Wolf's Own	Alpha	First Team	Sergeant	Renee Torianno	2	Saladin Assault Hover Tank (Standard)	N	
64	Command	-	Waller's	Waller's Wailers	Able	Wolf's Own	Alpha	First Team	-	Linda Firhammi	3	Scorpion SCP-1N	N	
65	Command	-	Waller's	Waller's Wailers	Able	Wolf's Own	Alpha	First Team	-	Theresa Jones	3	Phoenix Hawk LAM PHX-HK2	N	
66	Command	-	Waller's	Waller's Wailers	Able	Wolf's Own	Alpha	First Team	Captain	Lauren Waller	4	Wolverine WVR-6R	N	
67	Command	-	Waller's	Waller's Wailers	Able	Wolf's Own	Alpha	First Team	Lieutenant	Charles MacGuyver	4	Shadow Hawk SHD-2H	N	
68	Jump Infantry Support (Flamer)	-	Waller's	Waller's Wailers	Able	Wolf's Own	Alpha	First Team	Corporal	Howell Rizanjani	4	Jump Platoon (Flamer)	N	
69	Jump Infantry Support (Flamer)	-	Waller's	Waller's Wailers	Able	Wolf's Own	Alpha	First Team	Corporal	Carol Ilhano	4	Jump Platoon (Flamer)	N	
70	Jump Infantry Support (Flamer)	-	Waller's	Waller's Wailers	Able	Wolf's Own	Alpha	First Team	Corporal	Robert Irving	3	Jump Platoon (Flamer)	N	
71	Jump Infantry Support (Flamer)	-	Waller's	Waller's Wailers	Able	Wolf's Own	Alpha	First Team	Lieutenant	Coleen Saar	4	Jump Platoon (Flamer)	N	
72	Jump Infantry Support (Flamer)	-	Waller's	Waller's Wailers	Able	Wolf's Own	Alpha	First Team	Sergeant	Garth Gregg	4	Jump Platoon (Flamer)	N	
73	Light	-	Waller's	Waller's Wailers	Able	Wolf's Own	Alpha	First Team	-	Jason MacAuliffe	3	Stinger STG-3R	N	
74	Light	-	Waller's	Waller's Wailers	Able	Wolf's Own	Alpha	First Team	-	John Brett	3	Ostscout OTT-7J	N	
75	Light	-	Waller's	Waller's Wailers	Able	Wolf's Own	Alpha	First Team	Lieutenant	Corwin Grimaldi	4	Assassin ASN-21	N	
76	Light	-	Waller's	Waller's Wailers	Able	Wolf's Own	Alpha	First Team	Sergeant	Jean-Michael Cheval	3	Flea FLE-15	N	
77	Recon	Swift West Wind	Waller's	Waller's Wailers	Able	Wolf's Own	Alpha	First Team	-	Ulzanna Whitehand	3	Flea FLE-15	N	
78	Recon	Swift West Wind	Waller's	Waller's Wailers	Able	Wolf's Own	Alpha	First Team	-	Martin Cummings	3	Ostscout OTT-7J	N	
79	Recon	Swift West Wind	Waller's	Waller's Wailers	Able	Wolf's Own	Alpha	First Team	Lieutenant	Saburo Akanuki	4	Firefly FFL-4A	N	
80	Recon	Swift West Wind	Waller's	Waller's Wailers	Able	Wolf's Own	Alpha	First Team	Sergeant	Adreana Campbell	4	Spider SDR-5V	N	
81	Command	-	-	-	Baker	The Red Devils	Alpha	First Team	-	David Coggins	3	Dervish DV-6M	N	
82	Command	-	-	-	Baker	The Red Devils	Alpha	First Team	-	Samuel "Silent" Kepper	3	Thunderbolt TDR-5S	N	
83	Command	-	-	-	Baker	The Red Devils	Alpha	First Team	Captain	Eugene Durrin	4	Archer ARC-2W	N	
84	Command	-	-	-	Baker	The Red Devils	Alpha	First Team	Major	Patrick Chan	4	Crusader CRD-3L	N	
85	Dropship	-	-	-	Baker	The Red Devils	Alpha	First Team	-	Talleyrand	-	Overlord (2762)	N	
86	Command	-	Fraser's	The Hackers	Baker	The Red Devils	Alpha	First Team	-	Donal Cameron	3	Javelin JVN-10N	N	
87	Command	-	Fraser's	The Hackers	Baker	The Red Devils	Alpha	First Team	-	Donald McDonald	3	Javelin JVN-10N	N	
88	Command	-	Fraser's	The Hackers	Baker	The Red Devils	Alpha	First Team	Captain	Dechan Fraser	4	Shadow Hawk SHD-2H	N	
89	Command	-	Fraser's	The Hackers	Baker	The Red Devils	Alpha	First Team	Lieutenant	Maximillian Edwards	4	Whitworth WTH-1	N	
90	Heavy	-	Fraser's	The Hackers	Baker	The Red Devils	Alpha	First Team	-	Calvin Wakeman	3	Trebuchet TBT-5N	N	
91	Heavy	-	Fraser's	The Hackers	Baker	The Red Devils	Alpha	First Team	-	Vladimir Andrionov	3	Crusader CRD-3R	N	
92	Heavy	-	Fraser's	The Hackers	Baker	The Red Devils	Alpha	First Team	Lieutenant	Candace "Tigress" Halstron	4	Marauder MAD-3R	N	
93	Heavy	-	Fraser's	The Hackers	Baker	The Red Devils	Alpha	First Team	Sergeant	Marlisa Giodo	4	Catapult CPLT-C1	N	
94	Medium	-	Fraser's	The Hackers	Baker	The Red Devils	Alpha	First Team	-	Keith Gatlin	3	Ostscout OTT-7J	N	
95	Medium	-	Fraser's	The Hackers	Baker	The Red Devils	Alpha	First Team	-	Gilbert Ohman	2	Cicada CDA-2A	N	
96	Medium	-	Fraser's	The Hackers	Baker	The Red Devils	Alpha	First Team	Lieutenant	Thomas West	4	Griffin GRF-1N	N	
97	Medium	-	Fraser's	The Hackers	Baker	The Red Devils	Alpha	First Team	Sergeant	Thomas Dominguez	4	Wolverine WVR-6R	N	
98	Aerospace	-	Laskowski's	The Scouts	Baker	The Red Devils	Alpha	First Team	-	Thomas "Top Hat" Gordon	3	Thrush TR-7	N	
99	Aerospace	-	Laskowski's	The Scouts	Baker	The Red Devils	Alpha	First Team	Lieutenant	Sidney "Jackrabbit" Moskowitz	4	Thrush TR-7	N	
100	Command	-	Laskowski's	The Scouts	Baker	The Red Devils	Alpha	First Team	-	Ramon Escalero	3	Hornet HNT-151	N	
101	Command	-	Laskowski's	The Scouts	Baker	The Red Devils	Alpha	First Team	-	Shaheen Muhmet	3	Stinger STG-3R	N	
102	Command	-	Laskowski's	The Scouts	Baker	The Red Devils	Alpha	First Team	Captain	Amy Laskowski	4	Crusader CRD-3L	N	
103	Command	-	Laskowski's	The Scouts	Baker	The Red Devils	Alpha	First Team	Lieutenant	Marlon Snyder	3	Valkyrie VLK-QA	N	
104	Jump Infantry Support (SRM)	-	Laskowski's	The Scouts	Baker	The Red Devils	Alpha	First Team	Corporal	Pitney Immel	4	Jump Platoon (SRM)	N	
105	Jump Infantry Support (SRM)	-	Laskowski's	The Scouts	Baker	The Red Devils	Alpha	First Team	Corporal	Astrea Rivera	4	Jump Platoon (SRM)	N	
106	Jump Infantry Support (SRM)	-	Laskowski's	The Scouts	Baker	The Red Devils	Alpha	First Team	Corporal	Kip Jenkins	3	Jump Platoon (SRM)	N	
107	Jump Infantry Support (SRM)	-	Laskowski's	The Scouts	Baker	The Red Devils	Alpha	First Team	Lieutenant	Reginald Camm	4	Jump Platoon (SRM)	N	
108	Jump Infantry Support (SRM)	-	Laskowski's	The Scouts	Baker	The Red Devils	Alpha	First Team	Sergeant	Pieter Weiszhoffen	4	Jump Platoon (SRM)	N	
109	Light	-	Laskowski's	The Scouts	Baker	The Red Devils	Alpha	First Team	-	Hazekiah Walden	3	Wasp WSP-1A	N	
110	Light	-	Laskowski's	The Scouts	Baker	The Red Devils	Alpha	First Team	-	Lucius Blumburg	4	Hornet HNT-151	N	
111	Light	-	Laskowski's	The Scouts	Baker	The Red Devils	Alpha	First Team	Lieutenant	Jobeth Hogan	4	Hornet HNT-151	N	
112	Light	-	Laskowski's	The Scouts	Baker	The Red Devils	Alpha	First Team	Sergeant	Topol Ivanovoff	4	Firefly FFL-4A	N	
113	Recon	-	Laskowski's	The Scouts	Baker	The Red Devils	Alpha	First Team	-	Malcolm Spence	3	Shadow Hawk SHD-2H	N	
114	Recon	-	Laskowski's	The Scouts	Baker	The Red Devils	Alpha	First Team	-	Jenette Rand	3	Dervish DV-6M	N	
115	Recon	-	Laskowski's	The Scouts	Baker	The Red Devils	Alpha	First Team	Lieutenant	Eric Fokker	4	Phoenix Hawk PXH-1	N	
116	Recon	-	Laskowski's	The Scouts	Baker	The Red Devils	Alpha	First Team	Sergeant	Gina Chandler	3	Hornet HNT-151	N	
117	Command	-	MacElroy's	-	Baker	The Red Devils	Alpha	First Team	-	Natao Kuribiashi	4	Quickdraw QKD-5A	N	
118	Command	-	MacElroy's	-	Baker	The Red Devils	Alpha	First Team	-	Arthur Simpson	3	JagerMech JM6-S	N	
119	Command	-	MacElroy's	-	Baker	The Red Devils	Alpha	First Team	Captain	Douglas MacElroy	4	Archer ARC-2W	N	
120	Command	-	MacElroy's	-	Baker	The Red Devils	Alpha	First Team	Lieutenant	Steward Adams	4	Archer ARC-2W	N	
121	Fire	-	MacElroy's	-	Baker	The Red Devils	Alpha	First Team	-	Lance Chapel	3	Rifleman RFL-3N	N	
122	Fire	-	MacElroy's	-	Baker	The Red Devils	Alpha	First Team	-	Jessica Morton-Kane	3	Whitworth WTH-1	N	
123	Fire	-	MacElroy's	-	Baker	The Red Devils	Alpha	First Team	-	Kenneth Tremmel	2	Crusader CRD-3R	N	
124	Fire	-	MacElroy's	-	Baker	The Red Devils	Alpha	First Team	Lieutenant	Rhonda Himmel	4	Thunderbolt TDR-5S	N	
125	Recon	-	MacElroy's	-	Baker	The Red Devils	Alpha	First Team	-	David "Duke" Sheen	2	Locust LCT-1V	N	
126	Recon	-	MacElroy's	-	Baker	The Red Devils	Alpha	First Team	-	Gilbert Torelli	2	Wasp WSP-1A	N	
127	Recon	-	MacElroy's	-	Baker	The Red Devils	Alpha	First Team	Lieutenant	Jack "Jock" Viremo	4	Valkyrie VLK-QA	N	
128	Recon	-	MacElroy's	-	Baker	The Red Devils	Alpha	First Team	Sergeant	Bonnie Ho	3	Stinger STG-3R	N	
129	Command	-	-	-	Charlie	The Pathfinders	Alpha	First Team	-	Said Muhara	3	Warhammer WHM-6R	N	
130	Command	-	-	-	Charlie	The Pathfinders	Alpha	First Team	-	Nora Echols	3	Shogun SHG-2E	N	
131	Command	-	-	-	Charlie	The Pathfinders	Alpha	First Team	Captain	Craig Lucas	4	Archer ARC-2W	N	
132	Command	-	-	-	Charlie	The Pathfinders	Alpha	First Team	Major	Coshasa DuKirk	4	Battlemaster BLR-1G	N	
133	Dropship	-	-	-	Charlie	The Pathfinders	Alpha	First Team	-	Mentasta	-	Union (2708)	N	
134	Dropship	-	-	-	Charlie	The Pathfinders	Alpha	First Team	-	Gloire	-	Union (2708)	N	
135	Dropship	-	-	-	Charlie	The Pathfinders	Alpha	First Team	-	Preussen	-	Union (2708)	N	
136	Assault	The Gurkhas	Branson's	-	Charlie	The Pathfinders	Alpha	First Team	-	Sal Field	3	Goliath GOL-1H	N	
137	Assault	The Gurkhas	Branson's	-	Charlie	The Pathfinders	Alpha	First Team	-	Gordon Zedrow	3	Marauder II MAD-4A	N	Listed as Behemoth, but Herb on the CBT forums said use a Marauder II instead.
138	Assault	The Gurkhas	Branson's	-	Charlie	The Pathfinders	Alpha	First Team	Lieutenant	William Fish	4	Shogun SHG-2E	N	
139	Assault	The Gurkhas	Branson's	-	Charlie	The Pathfinders	Alpha	First Team	Sergeant	Demi Bannock	4	Stalker STK-3F	N	
140	Command	-	Branson's	-	Charlie	The Pathfinders	Alpha	First Team	-	Himo Mandalla	3	Marauder MAD-3R	N	
141	Command	-	Branson's	-	Charlie	The Pathfinders	Alpha	First Team	-	Charles Zukarov	3	Stalker STK-3H	N	
142	Command	-	Branson's	-	Charlie	The Pathfinders	Alpha	First Team	Captain	Theron Branson	4	Atlas AS7-D	N	
143	Command	-	Branson's	-	Charlie	The Pathfinders	Alpha	First Team	Lieutenant	Alice Sumner	3	Awesome AWS-8Q	N	
144	Heavy	-	Branson's	-	Charlie	The Pathfinders	Alpha	First Team	-	Timothy Simmons	2	Rifleman RFL-3N	N	
145	Heavy	-	Branson's	-	Charlie	The Pathfinders	Alpha	First Team	-	Ito Shukima-Garrity	2	Hoplite HOP-4C	N	
146	Heavy	-	Branson's	-	Charlie	The Pathfinders	Alpha	First Team	Lieutenant	Norman Stein	3	Battlemaster BLR-1G	N	
147	Heavy	-	Branson's	-	Charlie	The Pathfinders	Alpha	First Team	Sergeant	Erica Caputo	3	Warhammer WHM-6R	N	
148	Aerospace	-	Stane's	-	Charlie	The Pathfinders	Alpha	First Team	-	Michael "Bullseye" Kyle	3	Sholagar SL-21	N	
149	Aerospace	-	Stane's	-	Charlie	The Pathfinders	Alpha	First Team	Lieutenant	Julia "Hellcat" Norton	3	Sholagar SL-21	N	
150	Command	-	Stane's	-	Charlie	The Pathfinders	Alpha	First Team	-	Percival Rummel	3	Javelin JVN-10N	N	
151	Command	-	Stane's	-	Charlie	The Pathfinders	Alpha	First Team	-	James Walters	3	Firefly FFL-4A	N	
152	Command	-	Stane's	-	Charlie	The Pathfinders	Alpha	First Team	Captain	Kristen Stane	4	Phoenix Hawk PXH-1	N	
153	Command	-	Stane's	-	Charlie	The Pathfinders	Alpha	First Team	Lieutenant	Constantine Ellerby	3	Valkyrie VLK-QA	N	
154	Fire	-	Stane's	-	Charlie	The Pathfinders	Alpha	First Team	-	Earl Schweitz	2	Clint CLNT-2-3T	N	
155	Fire	-	Stane's	-	Charlie	The Pathfinders	Alpha	First Team	-	Haskins Lawrence	2	Locust LCT-1V	N	
156	Fire	-	Stane's	-	Charlie	The Pathfinders	Alpha	First Team	Lieutenant	Stanley "Texas" Havelock	4	Ostscout OTT-7J	N	
157	Fire	-	Stane's	-	Charlie	The Pathfinders	Alpha	First Team	Sergeant	Andrea "Mouse" Sheets	4	Stinger STG-3G	N	
158	LAM	-	Stane's	-	Charlie	The Pathfinders	Alpha	First Team	-	Kohler Valens	3	Stinger LAM STG-A5	N	
159	LAM	-	Stane's	-	Charlie	The Pathfinders	Alpha	First Team	-	Maurice "Tripper" Months	2	Stinger LAM STG-A5	N	
160	LAM	-	Stane's	-	Charlie	The Pathfinders	Alpha	First Team	Lieutenant	Susanna Irmoz	4	Wasp LAM WSP-105	N	
161	LAM	-	Stane's	-	Charlie	The Pathfinders	Alpha	First Team	Sergeant	Christopher Subhar	3	Wasp LAM WSP-105	N	
162	Recon	-	Stane's	-	Charlie	The Pathfinders	Alpha	First Team	-	Deborah Hart	2	Stinger STG-3R	N	
163	Recon	-	Stane's	-	Charlie	The Pathfinders	Alpha	First Team	-	Pala Sunim	3	Falcon FLC-4N	N	
164	Recon	-	Stane's	-	Charlie	The Pathfinders	Alpha	First Team	Lieutenant	Miriam Rappaport	4	Locust LCT-1V	N	
165	Recon	-	Stane's	-	Charlie	The Pathfinders	Alpha	First Team	Sergeant	Ma Prem Isabel	3	Commando COM-2D	N	
166	Command	-	Uchimaya's	The Swarm	Charlie	The Pathfinders	Alpha	First Team	-	Leslie Grubbick	3	Ostsol OTL-4D	N	
167	Command	-	Uchimaya's	The Swarm	Charlie	The Pathfinders	Alpha	First Team	-	James Buck	3	Ostroc OSR-2C	N	
168	Command	-	Uchimaya's	The Swarm	Charlie	The Pathfinders	Alpha	First Team	Captain	Ataru Uchimaya	4	JagerMech JM6-S	N	EXCELLENT commander, who kept all but himself alive at misery
169	Command	-	Uchimaya's	The Swarm	Charlie	The Pathfinders	Alpha	First Team	Lieutenant	Vincent Timmons	4	Cyclops CP-10-Q	N	
170	Fire	The Flankers	Uchimaya's	The Swarm	Charlie	The Pathfinders	Alpha	First Team	-	Ernest Cameron	3	Enforcer ENF-4R	N	
171	Fire	The Flankers	Uchimaya's	The Swarm	Charlie	The Pathfinders	Alpha	First Team	-	Douglas Dominguez	2	Quickdraw QKD-4G	N	
172	Fire	The Flankers	Uchimaya's	The Swarm	Charlie	The Pathfinders	Alpha	First Team	Lieutenant	Roxanne Tyne	4	Griffin GRF-1N	N	
173	Fire	The Flankers	Uchimaya's	The Swarm	Charlie	The Pathfinders	Alpha	First Team	Sergeant	Kerry Tennler	3	Catapult CPLT-C1	N	
174	Heavy	The Long Rifles	Uchimaya's	The Swarm	Charlie	The Pathfinders	Alpha	First Team	-	Maurice "Tripper" Shipman	3	Hoplite HOP-4C	N	
175	Heavy	The Long Rifles	Uchimaya's	The Swarm	Charlie	The Pathfinders	Alpha	First Team	-	Phillip Burrows	3	Thunderbolt TDR-5S	N	
176	Heavy	The Long Rifles	Uchimaya's	The Swarm	Charlie	The Pathfinders	Alpha	First Team	Lieutenant	John McDonald	4	Warhammer WHM-6R	N	
177	Heavy	The Long Rifles	Uchimaya's	The Swarm	Charlie	The Pathfinders	Alpha	First Team	Sergeant	Melissa "Missy" Melman	3	Enforcer ENF-4R	N	
178	Jump Infantry Support (Flamer)	-	Uchimaya's	The Swarm	Charlie	The Pathfinders	Alpha	First Team	Corporal	Gunther Bideau	4	Jump Platoon (Flamer)	N	
179	Jump Infantry Support (Flamer)	-	Uchimaya's	The Swarm	Charlie	The Pathfinders	Alpha	First Team	Corporal	Ray Abruzzio	3	Jump Platoon (Flamer)	N	
180	Jump Infantry Support (Flamer)	-	Uchimaya's	The Swarm	Charlie	The Pathfinders	Alpha	First Team	Corporal	Warren Robb	3	Jump Platoon (Flamer)	N	
181	Jump Infantry Support (Flamer)	-	Uchimaya's	The Swarm	Charlie	The Pathfinders	Alpha	First Team	Lieutenant	Zhubin Tzarovich	4	Jump Platoon (Flamer)	N	
182	Jump Infantry Support (Flamer)	-	Uchimaya's	The Swarm	Charlie	The Pathfinders	Alpha	First Team	Sergeant	Tyler McKay	4	Jump Platoon (Flamer)	N	
183	Dropship	-	-	-	-	-	Beta	-	-	Luanda	-	Fortress (2613)	N	
184	1st Motorized Infantry (Laser)	-	Command	-	-	-	Beta	-	Corporal	Elgin Spravzoff	4	Motorized Platoon (Laser)	N	
185	1st Motorized Infantry (Laser)	-	Command	-	-	-	Beta	-	Corporal	Scott Jannack	4	Motorized Platoon (Laser)	N	
186	1st Motorized Infantry (Laser)	-	Command	-	-	-	Beta	-	Lieutenant	Joseph Mayer	4	Motorized Platoon (Laser)	N	
187	1st Motorized Infantry (Laser)	-	Command	-	-	-	Beta	-	Sergeant	Hermione Shelton	4	Motorized Platoon (Laser)	N	
188	Artillery Lance 1	-	Command	-	-	-	Beta	-	Captain	Michael Busey	4	Bandit Hovercraft Prime	N	
189	Artillery Lance 1	-	Command	-	-	-	Beta	-	Lieutenant	Seth Foreman	4	Mobile Long Tom Artillery LT-MOB-25	N	
190	Artillery Lance 1	-	Command	-	-	-	Beta	-	Lieutenant	Bradley Dunnevant	3	Mobile Long Tom Artillery LT-MOB-25	N	
191	Artillery Lance 1	-	Command	-	-	-	Beta	-	Lieutenant	Sheldon "Rocky" Dreyer	4	Sniper Artillery Tank (Standard)	N	
192	Artillery Lance 2	The Plumbers	Command	-	-	-	Beta	-	Captain	Gerald Landrey	4	Bandit Hovercraft Prime	N	
193	Artillery Lance 2	The Plumbers	Command	-	-	-	Beta	-	Lieutenant	Austin Lee Montague	4	Sniper Artillery Tank (Standard)	N	
